,approach,type,volume
20985,SB,dual,21
20986,SB,bike,3
20987,SB,bus,0
20988,NB,dual,75
20989,NB,bike,4
20990,NB,bus,44
20991,WB,dual,0
20992,WB,bike,0
20993,WB,bus,0
20994,EB,dual,0
20995,EB,bike,0
20996,EB,bus,0
20997,SB,dual,51
20998,SB,bike,5
20999,SB,bus,0
21000,NB,dual,55
21001,NB,bike,2
21002,NB,bus,1
21003,WB,dual,4
21004,WB,bike,3
21005,WB,bus,0
21006,EB,dual,3
21007,EB,bike,24
21008,EB,bus,0
21009,SB,dual,59
21010,SB,bike,7
21011,SB,bus,9
21012,NB,dual,77
21013,NB,bike,3
21014,NB,bus,13
21015,WB,dual,2
21016,WB,bike,28
21017,WB,bus,2
21018,EB,dual,5
21019,EB,bike,0
21020,EB,bus,0
21021,SB,dual,94
21022,SB,bike,11
21023,SB,bus,11
21024,NB,dual,92
21025,NB,bike,13
21026,NB,bus,10
21027,WB,dual,12
21028,WB,bike,8
21029,WB,bus,0
21030,EB,dual,8
21031,EB,bike,5
21032,EB,bus,0
21033,SB,dual,42
21034,SB,bike,6
21035,SB,bus,0
21036,NB,dual,77
21037,NB,bike,8
21038,NB,bus,0
21039,WB,dual,6
21040,WB,bike,1
21041,WB,bus,0
21042,EB,dual,0
21043,EB,bike,0
21044,EB,bus,0
21045,SB,dual,77
21046,SB,bike,5
21047,SB,bus,0
21048,NB,dual,62
21049,NB,bike,1
21050,NB,bus,0
21051,WB,dual,8
21052,WB,bike,1
21053,WB,bus,0
21054,EB,dual,3
21055,EB,bike,0
21056,EB,bus,0
21057,SB,dual,31
21058,SB,bike,3
21059,SB,bus,0
21060,NB,dual,54
21061,NB,bike,7
21062,NB,bus,0
21063,WB,dual,6
21064,WB,bike,0
21065,WB,bus,0
21066,EB,dual,5
21067,EB,bike,14
21068,EB,bus,0
21069,SB,dual,25
21070,SB,bike,2
21071,SB,bus,0
21072,NB,dual,42
21073,NB,bike,12
21074,NB,bus,0
21075,WB,dual,5
21076,WB,bike,15
21077,WB,bus,1
21078,EB,dual,5
21079,EB,bike,18
21080,EB,bus,1
21081,SB,dual,54
21082,SB,bike,9
21083,SB,bus,0
21084,NB,dual,33
21085,NB,bike,5
21086,NB,bus,0
21087,WB,dual,0
21088,WB,bike,0
21089,WB,bus,0
21090,EB,dual,8
21091,EB,bike,9
21092,EB,bus,0
21093,SB,dual,43
21094,SB,bike,4
21095,SB,bus,0
21096,NB,dual,49
21097,NB,bike,11
21098,NB,bus,1
21099,WB,dual,4
21100,WB,bike,1
21101,WB,bus,0
21102,EB,dual,0
21103,EB,bike,0
21104,EB,bus,0
21105,SB,dual,20
21106,SB,bike,0
21107,SB,bus,0
21108,NB,dual,31
21109,NB,bike,1
21110,NB,bus,0
21111,WB,dual,7
21112,WB,bike,0
21113,WB,bus,0
21114,EB,dual,0
21115,EB,bike,0
21116,EB,bus,0
21117,SB,dual,13
21118,SB,bike,2
21119,SB,bus,0
21120,NB,dual,14
21121,NB,bike,1
21122,NB,bus,0
21123,WB,dual,0
21124,WB,bike,0
21125,WB,bus,0
21126,EB,dual,3
21127,EB,bike,0
21128,EB,bus,0
21129,SB,dual,34
21130,SB,bike,3
21131,SB,bus,0
21132,NB,dual,28
21133,NB,bike,7
21134,NB,bus,0
21135,WB,dual,127
21136,WB,bike,1
21137,WB,bus,11
21138,EB,dual,170
21139,EB,bike,2
21140,EB,bus,13
21141,SB,dual,67
21142,SB,bike,0
21143,SB,bus,7
21144,NB,dual,110
21145,NB,bike,0
21146,NB,bus,10
21147,WB,dual,0
21148,WB,bike,0
21149,WB,bus,0
21150,EB,dual,46
21151,EB,bike,0
21152,EB,bus,0
21153,SB,dual,3
21154,SB,bike,1
21155,SB,bus,0
21156,NB,dual,2
21157,NB,bike,0
21158,NB,bus,0
21159,WB,dual,75
21160,WB,bike,40
21161,WB,bus,74
21162,EB,dual,117
21163,EB,bike,32
21164,EB,bus,65
21165,SB,dual,37
21166,SB,bike,9
21167,SB,bus,23
21168,NB,dual,37
21169,NB,bike,2
21170,NB,bus,0
21171,WB,dual,2
21172,WB,bike,0
21173,WB,bus,0
21174,EB,dual,8
21175,EB,bike,0
21176,EB,bus,0
21177,SB,dual,90
21178,SB,bike,0
21179,SB,bus,16
21180,NB,dual,116
21181,NB,bike,2
21182,NB,bus,16
21183,WB,dual,4
21184,WB,bike,6
21185,WB,bus,0
21186,EB,dual,1
21187,EB,bike,0
21188,EB,bus,0
21189,SB,dual,69
21190,SB,bike,0
21191,SB,bus,17
21192,NB,dual,57
21193,NB,bike,2
21194,NB,bus,19
21195,WB,dual,7
21196,WB,bike,5
21197,WB,bus,1
21198,EB,dual,1
21199,EB,bike,5
21200,EB,bus,0
21201,SB,dual,77
21202,SB,bike,2
21203,SB,bus,16
21204,NB,dual,60
21205,NB,bike,1
21206,NB,bus,18
21207,WB,dual,4
21208,WB,bike,0
21209,WB,bus,0
21210,EB,dual,3
21211,EB,bike,2
21212,EB,bus,0
21213,SB,dual,42
21214,SB,bike,2
21215,SB,bus,26
21216,NB,dual,88
21217,NB,bike,4
21218,NB,bus,22
21219,WB,dual,1
21220,WB,bike,1
21221,WB,bus,0
21222,EB,dual,1
21223,EB,bike,17
21224,EB,bus,1
21225,SB,dual,29
21226,SB,bike,16
21227,SB,bus,0
21228,NB,dual,26
21229,NB,bike,23
21230,NB,bus,0
21231,WB,dual,27
21232,WB,bike,10
21233,WB,bus,0
21234,EB,dual,13
21235,EB,bike,5
21236,EB,bus,0
21237,SB,dual,273
21238,SB,bike,19
21239,SB,bus,128
21240,NB,dual,248
21241,NB,bike,0
21242,NB,bus,116
21243,WB,dual,38
21244,WB,bike,1
21245,WB,bus,0
21246,EB,dual,0
21247,EB,bike,0
21248,EB,bus,0
21249,SB,dual,244
21250,SB,bike,0
21251,SB,bus,115
21252,NB,dual,329
21253,NB,bike,3
21254,NB,bus,146
21255,WB,dual,0
21256,WB,bike,25
21257,WB,bus,0
21258,EB,dual,0
21259,EB,bike,0
21260,EB,bus,0
21261,SB,dual,154
21262,SB,bike,24
21263,SB,bus,56
21264,NB,dual,238
21265,NB,bike,22
21266,NB,bus,93
21267,WB,dual,78
21268,WB,bike,36
21269,WB,bus,0
21270,EB,dual,38
21271,EB,bike,24
21272,EB,bus,1
21273,SB,dual,3
21274,SB,bike,31
21275,SB,bus,0
21276,NB,dual,14
21277,NB,bike,24
21278,NB,bus,0
21279,WB,dual,0
21280,WB,bike,9
21281,WB,bus,0
21282,EB,dual,142
21283,EB,bike,24
21284,EB,bus,254
21285,SB,dual,91
21286,SB,bike,4
21287,SB,bus,18
21288,NB,dual,108
21289,NB,bike,11
21290,NB,bus,25
21291,WB,dual,0
21292,WB,bike,6
21293,WB,bus,0
21294,EB,dual,3
21295,EB,bike,1
21296,EB,bus,0
21297,SB,dual,57
21298,SB,bike,1
21299,SB,bus,14
21300,NB,dual,77
21301,NB,bike,9
21302,NB,bus,17
21303,WB,dual,6
21304,WB,bike,15
21305,WB,bus,0
21306,EB,dual,12
21307,EB,bike,1
21308,EB,bus,0
21309,SB,dual,44
21310,SB,bike,2
21311,SB,bus,23
21312,NB,dual,88
21313,NB,bike,0
21314,NB,bus,23
21315,WB,dual,4
21316,WB,bike,0
21317,WB,bus,0
21318,EB,dual,5
21319,EB,bike,17
21320,EB,bus,0
21321,SB,dual,55
21322,SB,bike,13
21323,SB,bus,0
21324,NB,dual,30
21325,NB,bike,16
21326,NB,bus,0
21327,WB,dual,12
21328,WB,bike,2
21329,WB,bus,0
21330,EB,dual,6
21331,EB,bike,0
21332,EB,bus,0
21333,SB,dual,58
21334,SB,bike,0
21335,SB,bus,0
21336,NB,dual,46
21337,NB,bike,0
21338,NB,bus,0
21339,WB,dual,10
21340,WB,bike,0
21341,WB,bus,0
21342,EB,dual,1
21343,EB,bike,0
21344,EB,bus,0
21345,SB,dual,2
21346,SB,bike,0
21347,SB,bus,0
21348,NB,dual,8
21349,NB,bike,0
21350,NB,bus,0
21351,WB,dual,59
21352,WB,bike,4
21353,WB,bus,32
21354,EB,dual,68
21355,EB,bike,0
21356,EB,bus,39
21357,SB,dual,20
21358,SB,bike,0
21359,SB,bus,0
21360,NB,dual,4
21361,NB,bike,0
21362,NB,bus,0
21363,WB,dual,163
21364,WB,bike,0
21365,WB,bus,9
21366,EB,dual,219
21367,EB,bike,0
21368,EB,bus,0
21369,SB,dual,58
21370,SB,bike,18
21371,SB,bus,10
21372,NB,dual,50
21373,NB,bike,23
21374,NB,bus,12
21375,WB,dual,130
21376,WB,bike,8
21377,WB,bus,41
21378,EB,dual,109
21379,EB,bike,13
21380,EB,bus,47
21381,SB,dual,1
21382,SB,bike,0
21383,SB,bus,0
21384,NB,dual,10
21385,NB,bike,0
21386,NB,bus,0
21387,WB,dual,120
21388,WB,bike,2
21389,WB,bus,20
21390,EB,dual,76
21391,EB,bike,1
21392,EB,bus,15
21393,SB,dual,48
21394,SB,bike,21
21395,SB,bus,13
21396,NB,dual,61
21397,NB,bike,16
21398,NB,bus,28
21399,WB,dual,35
21400,WB,bike,6
21401,WB,bus,55
21402,EB,dual,5
21403,EB,bike,6
21404,EB,bus,4
21405,SB,dual,166
21406,SB,bike,2
21407,SB,bus,44
21408,NB,dual,273
21409,NB,bike,6
21410,NB,bus,57
21411,WB,dual,2
21412,WB,bike,54
21413,WB,bus,0
21414,EB,dual,1
21415,EB,bike,20
21416,EB,bus,0
21417,SB,dual,3
21418,SB,bike,0
21419,SB,bus,0
21420,NB,dual,0
21421,NB,bike,0
21422,NB,bus,0
21423,WB,dual,236
21424,WB,bike,11
21425,WB,bus,24
21426,EB,dual,414
21427,EB,bike,6
21428,EB,bus,39
21429,SB,dual,4
21430,SB,bike,1
21431,SB,bus,0
21432,NB,dual,3
21433,NB,bike,0
21434,NB,bus,0
21435,WB,dual,4
21436,WB,bike,1
21437,WB,bus,0
21438,EB,dual,7
21439,EB,bike,0
21440,EB,bus,0
21441,SB,dual,76
21442,SB,bike,1
21443,SB,bus,24
21444,NB,dual,27
21445,NB,bike,0
21446,NB,bus,9
21447,WB,dual,173
21448,WB,bike,0
21449,WB,bus,0
21450,EB,dual,0
21451,EB,bike,0
21452,EB,bus,0
21453,SB,dual,6
21454,SB,bike,0
21455,SB,bus,0
21456,NB,dual,3
21457,NB,bike,1
21458,NB,bus,0
21459,WB,dual,53
21460,WB,bike,16
21461,WB,bus,39
21462,EB,dual,84
21463,EB,bike,6
21464,EB,bus,34
21465,SB,dual,64
21466,SB,bike,1
21467,SB,bus,16
21468,NB,dual,102
21469,NB,bike,5
21470,NB,bus,17
21471,WB,dual,0
21472,WB,bike,0
21473,WB,bus,0
21474,EB,dual,0
21475,EB,bike,0
21476,EB,bus,0
21477,SB,dual,59
21478,SB,bike,9
21479,SB,bus,18
21480,NB,dual,56
21481,NB,bike,3
21482,NB,bus,19
21483,WB,dual,0
21484,WB,bike,0
21485,WB,bus,0
21486,EB,dual,4
21487,EB,bike,6
21488,EB,bus,0
21489,SB,dual,0
21490,SB,bike,0
21491,SB,bus,0
21492,NB,dual,20
21493,NB,bike,39
21494,NB,bus,0
21495,WB,dual,119
21496,WB,bike,48
21497,WB,bus,236
21498,EB,dual,0
21499,EB,bike,30
21500,EB,bus,0
21501,SB,dual,9
21502,SB,bike,10
21503,SB,bus,0
21504,NB,dual,0
21505,NB,bike,0
21506,NB,bus,0
21507,WB,dual,375
21508,WB,bike,6
21509,WB,bus,49
21510,EB,dual,238
21511,EB,bike,7
21512,EB,bus,49
21513,SB,dual,12
21514,SB,bike,1
21515,SB,bus,0
21516,NB,dual,7
21517,NB,bike,1
21518,NB,bus,0
21519,WB,dual,273
21520,WB,bike,2
21521,WB,bus,20
21522,EB,dual,218
21523,EB,bike,2
21524,EB,bus,16
21525,SB,dual,1
21526,SB,bike,0
21527,SB,bus,0
21528,NB,dual,0
21529,NB,bike,0
21530,NB,bus,0
21531,WB,dual,56
21532,WB,bike,4
21533,WB,bus,35
21534,EB,dual,83
21535,EB,bike,0
21536,EB,bus,28
21537,SB,dual,6
21538,SB,bike,20
21539,SB,bus,0
21540,NB,dual,1
21541,NB,bike,31
21542,NB,bus,0
21543,WB,dual,81
21544,WB,bike,2
21545,WB,bus,15
21546,EB,dual,81
21547,EB,bike,0
21548,EB,bus,17
21549,SB,dual,2
21550,SB,bike,0
21551,SB,bus,0
21552,NB,dual,0
21553,NB,bike,0
21554,NB,bus,0
21555,WB,dual,46
21556,WB,bike,10
21557,WB,bus,8
21558,EB,dual,35
21559,EB,bike,11
21560,EB,bus,4
21561,SB,dual,4
21562,SB,bike,0
21563,SB,bus,0
21564,NB,dual,4
21565,NB,bike,0
21566,NB,bus,0
21567,WB,dual,20
21568,WB,bike,5
21569,WB,bus,0
21570,EB,dual,21
21571,EB,bike,1
21572,EB,bus,0
21573,SB,dual,182
21574,SB,bike,14
21575,SB,bus,59
21576,NB,dual,112
21577,NB,bike,0
21578,NB,bus,32
21579,WB,dual,0
21580,WB,bike,0
21581,WB,bus,0
21582,EB,dual,159
21583,EB,bike,0
21584,EB,bus,0
21585,SB,dual,31
21586,SB,bike,28
21587,SB,bus,0
21588,NB,dual,16
21589,NB,bike,18
21590,NB,bus,0
21591,WB,dual,0
21592,WB,bike,0
21593,WB,bus,0
21594,EB,dual,0
21595,EB,bike,0
21596,EB,bus,0
21597,SB,dual,143
21598,SB,bike,8
21599,SB,bus,55
21600,NB,dual,92
21601,NB,bike,8
21602,NB,bus,58
21603,WB,dual,1
21604,WB,bike,0
21605,WB,bus,0
21606,EB,dual,2
21607,EB,bike,1
21608,EB,bus,0
21609,SB,dual,205
21610,SB,bike,18
21611,SB,bus,50
21612,NB,dual,158
21613,NB,bike,8
21614,NB,bus,66
21615,WB,dual,0
21616,WB,bike,0
21617,WB,bus,0
21618,EB,dual,46
21619,EB,bike,0
21620,EB,bus,0
21621,SB,dual,1
21622,SB,bike,0
21623,SB,bus,0
21624,NB,dual,1
21625,NB,bike,4
21626,NB,bus,0
21627,WB,dual,52
21628,WB,bike,4
21629,WB,bus,37
21630,EB,dual,53
21631,EB,bike,0
21632,EB,bus,29
21633,SB,dual,73
21634,SB,bike,1
21635,SB,bus,2
21636,NB,dual,135
21637,NB,bike,0
21638,NB,bus,4
21639,WB,dual,10
21640,WB,bike,0
21641,WB,bus,0
21642,EB,dual,0
21643,EB,bike,0
21644,EB,bus,0
21645,SB,dual,0
21646,SB,bike,6
21647,SB,bus,0
21648,NB,dual,1
21649,NB,bike,0
21650,NB,bus,0
21651,WB,dual,82
21652,WB,bike,13
21653,WB,bus,19
21654,EB,dual,41
21655,EB,bike,11
21656,EB,bus,21
21657,SB,dual,50
21658,SB,bike,46
21659,SB,bus,31
21660,NB,dual,52
21661,NB,bike,7
21662,NB,bus,0
21663,WB,dual,44
21664,WB,bike,19
21665,WB,bus,96
21666,EB,dual,54
21667,EB,bike,9
21668,EB,bus,55
21669,SB,dual,0
21670,SB,bike,0
21671,SB,bus,0
21672,NB,dual,0
21673,NB,bike,0
21674,NB,bus,0
21675,WB,dual,3
21676,WB,bike,2
21677,WB,bus,0
21678,EB,dual,4
21679,EB,bike,3
21680,EB,bus,0
21681,SB,dual,0
21682,SB,bike,0
21683,SB,bus,0
21684,NB,dual,0
21685,NB,bike,0
21686,NB,bus,0
21687,WB,dual,11
21688,WB,bike,4
21689,WB,bus,0
21690,EB,dual,14
21691,EB,bike,6
21692,EB,bus,0
21693,SB,dual,1
21694,SB,bike,0
21695,SB,bus,0
21696,NB,dual,3
21697,NB,bike,0
21698,NB,bus,0
21699,WB,dual,23
21700,WB,bike,8
21701,WB,bus,12
21702,EB,dual,23
21703,EB,bike,16
21704,EB,bus,8
21705,SB,dual,3
21706,SB,bike,0
21707,SB,bus,0
21708,NB,dual,4
21709,NB,bike,1
21710,NB,bus,0
21711,WB,dual,83
21712,WB,bike,17
21713,WB,bus,111
21714,EB,dual,78
21715,EB,bike,9
21716,EB,bus,84
21717,SB,dual,107
21718,SB,bike,2
21719,SB,bus,56
21720,NB,dual,111
21721,NB,bike,6
21722,NB,bus,61
21723,WB,dual,160
21724,WB,bike,0
21725,WB,bus,9
21726,EB,dual,0
21727,EB,bike,0
21728,EB,bus,0
21729,SB,dual,116
21730,SB,bike,2
21731,SB,bus,4
21732,NB,dual,102
21733,NB,bike,1
21734,NB,bus,6
21735,WB,dual,0
21736,WB,bike,0
21737,WB,bus,0
21738,EB,dual,30
21739,EB,bike,0
21740,EB,bus,0
21741,SB,dual,0
21742,SB,bike,0
21743,SB,bus,0
21744,NB,dual,2
21745,NB,bike,0
21746,NB,bus,0
21747,WB,dual,52
21748,WB,bike,3
21749,WB,bus,59
21750,EB,dual,80
21751,EB,bike,4
21752,EB,bus,71
21753,SB,dual,48
21754,SB,bike,53
21755,SB,bus,70
21756,NB,dual,35
21757,NB,bike,96
21758,NB,bus,45
21759,WB,dual,42
21760,WB,bike,507
21761,WB,bus,67
21762,EB,dual,19
21763,EB,bike,472
21764,EB,bus,4
21765,SB,dual,2
21766,SB,bike,26
21767,SB,bus,0
21768,NB,dual,0
21769,NB,bike,14
21770,NB,bus,0
21771,WB,dual,100
21772,WB,bike,0
21773,WB,bus,86
21774,EB,dual,117
21775,EB,bike,0
21776,EB,bus,74
21777,SB,dual,3
21778,SB,bike,18
21779,SB,bus,1
21780,NB,dual,5
21781,NB,bike,0
21782,NB,bus,0
21783,WB,dual,118
21784,WB,bike,0
21785,WB,bus,74
21786,EB,dual,116
21787,EB,bike,18
21788,EB,bus,94
21789,SB,dual,6
21790,SB,bike,0
21791,SB,bus,0
21792,NB,dual,5
21793,NB,bike,0
21794,NB,bus,0
21795,WB,dual,146
21796,WB,bike,13
21797,WB,bus,90
21798,EB,dual,127
21799,EB,bike,11
21800,EB,bus,89
21801,SB,dual,61
21802,SB,bike,5
21803,SB,bus,38
21804,NB,dual,50
21805,NB,bike,2
21806,NB,bus,33
21807,WB,dual,111
21808,WB,bike,7
21809,WB,bus,95
21810,EB,dual,116
21811,EB,bike,18
21812,EB,bus,80
21813,SB,dual,0
21814,SB,bike,0
21815,SB,bus,0
21816,NB,dual,1
21817,NB,bike,0
21818,NB,bus,0
21819,WB,dual,94
21820,WB,bike,4
21821,WB,bus,83
21822,EB,dual,118
21823,EB,bike,6
21824,EB,bus,108
21825,SB,dual,37
21826,SB,bike,28
21827,SB,bus,3
21828,NB,dual,43
21829,NB,bike,3
21830,NB,bus,0
21831,WB,dual,119
21832,WB,bike,2
21833,WB,bus,96
21834,EB,dual,114
21835,EB,bike,0
21836,EB,bus,104
21837,SB,dual,2
21838,SB,bike,19
21839,SB,bus,0
21840,NB,dual,9
21841,NB,bike,33
21842,NB,bus,3
21843,WB,dual,21
21844,WB,bike,23
21845,WB,bus,0
21846,EB,dual,12
21847,EB,bike,23
21848,EB,bus,1
21849,SB,dual,3
21850,SB,bike,13
21851,SB,bus,1
21852,NB,dual,5
21853,NB,bike,11
21854,NB,bus,0
21855,WB,dual,46
21856,WB,bike,30
21857,WB,bus,30
21858,EB,dual,59
21859,EB,bike,30
21860,EB,bus,24
21861,SB,dual,0
21862,SB,bike,0
21863,SB,bus,0
21864,NB,dual,34
21865,NB,bike,2
21866,NB,bus,1
21867,WB,dual,75
21868,WB,bike,19
21869,WB,bus,74
21870,EB,dual,49
21871,EB,bike,22
21872,EB,bus,69
21873,SB,dual,89
21874,SB,bike,50
21875,SB,bus,124
21876,NB,dual,0
21877,NB,bike,21
21878,NB,bus,0
21879,WB,dual,32
21880,WB,bike,45
21881,WB,bus,67
21882,EB,dual,33
21883,EB,bike,43
21884,EB,bus,78
21885,SB,dual,167
21886,SB,bike,11
21887,SB,bus,16
21888,NB,dual,144
21889,NB,bike,11
21890,NB,bus,15
21891,WB,dual,45
21892,WB,bike,9
21893,WB,bus,30
21894,EB,dual,30
21895,EB,bike,8
21896,EB,bus,2
21897,SB,dual,165
21898,SB,bike,49
21899,SB,bus,44
21900,NB,dual,114
21901,NB,bike,27
21902,NB,bus,33
21903,WB,dual,184
21904,WB,bike,60
21905,WB,bus,70
21906,EB,dual,207
21907,EB,bike,69
21908,EB,bus,68
21909,SB,dual,123
21910,SB,bike,26
21911,SB,bus,5
21912,NB,dual,56
21913,NB,bike,13
21914,NB,bus,6
21915,WB,dual,174
21916,WB,bike,74
21917,WB,bus,67
21918,EB,dual,195
21919,EB,bike,63
21920,EB,bus,61
21921,SB,dual,100
21922,SB,bike,1
21923,SB,bus,28
21924,NB,dual,170
21925,NB,bike,2
21926,NB,bus,50
21927,WB,dual,6
21928,WB,bike,0
21929,WB,bus,0
21930,EB,dual,28
21931,EB,bike,0
21932,EB,bus,0
21933,SB,dual,0
21934,SB,bike,0
21935,SB,bus,0
21936,NB,dual,0
21937,NB,bike,0
21938,NB,bus,0
21939,WB,dual,62
21940,WB,bike,1
21941,WB,bus,37
21942,EB,dual,64
21943,EB,bike,4
21944,EB,bus,51
21945,SB,dual,26
21946,SB,bike,17
21947,SB,bus,0
21948,NB,dual,55
21949,NB,bike,14
21950,NB,bus,0
21951,WB,dual,85
21952,WB,bike,12
21953,WB,bus,48
21954,EB,dual,40
21955,EB,bike,32
21956,EB,bus,45
21957,SB,dual,29
21958,SB,bike,59
21959,SB,bus,29
21960,NB,dual,26
21961,NB,bike,44
21962,NB,bus,34
21963,WB,dual,0
21964,WB,bike,0
21965,WB,bus,0
21966,EB,dual,0
21967,EB,bike,0
21968,EB,bus,0
21969,SB,dual,39
21970,SB,bike,29
21971,SB,bus,34
21972,NB,dual,31
21973,NB,bike,27
21974,NB,bus,42
21975,WB,dual,0
21976,WB,bike,32
21977,WB,bus,1
21978,EB,dual,2
21979,EB,bike,24
21980,EB,bus,1
21981,SB,dual,42
21982,SB,bike,7
21983,SB,bus,1
21984,NB,dual,41
21985,NB,bike,3
21986,NB,bus,0
21987,WB,dual,73
21988,WB,bike,41
21989,WB,bus,31
21990,EB,dual,63
21991,EB,bike,41
21992,EB,bus,23
21993,SB,dual,5
21994,SB,bike,12
21995,SB,bus,0
21996,NB,dual,13
21997,NB,bike,4
21998,NB,bus,0
21999,WB,dual,59
22000,WB,bike,35
22001,WB,bus,38
22002,EB,dual,51
22003,EB,bike,44
22004,EB,bus,30
22005,SB,dual,15
22006,SB,bike,6
22007,SB,bus,1
22008,NB,dual,0
22009,NB,bike,0
22010,NB,bus,0
22011,WB,dual,99
22012,WB,bike,69
22013,WB,bus,117
22014,EB,dual,84
22015,EB,bike,22
22016,EB,bus,101
22017,SB,dual,0
22018,SB,bike,0
22019,SB,bus,0
22020,NB,dual,8
22021,NB,bike,0
22022,NB,bus,9
22023,WB,dual,18
22024,WB,bike,31
22025,WB,bus,37
22026,EB,dual,16
22027,EB,bike,32
22028,EB,bus,31
22029,SB,dual,4
22030,SB,bike,76
22031,SB,bus,28
22032,NB,dual,2
22033,NB,bike,40
22034,NB,bus,19
22035,WB,dual,14
22036,WB,bike,12
22037,WB,bus,22
22038,EB,dual,19
22039,EB,bike,36
22040,EB,bus,18
22041,SB,dual,33
22042,SB,bike,8
22043,SB,bus,7
22044,NB,dual,0
22045,NB,bike,2
22046,NB,bus,0
22047,WB,dual,6
22048,WB,bike,32
22049,WB,bus,15
22050,EB,dual,17
22051,EB,bike,28
22052,EB,bus,16
22053,SB,dual,9
22054,SB,bike,33
22055,SB,bus,5
22056,NB,dual,18
22057,NB,bike,46
22058,NB,bus,28
22059,WB,dual,35
22060,WB,bike,85
22061,WB,bus,30
22062,EB,dual,25
22063,EB,bike,84
22064,EB,bus,15
22065,SB,dual,22
22066,SB,bike,40
22067,SB,bus,9
22068,NB,dual,22
22069,NB,bike,50
22070,NB,bus,6
22071,WB,dual,2
22072,WB,bike,9
22073,WB,bus,0
22074,EB,dual,11
22075,EB,bike,16
22076,EB,bus,7
22077,SB,dual,37
22078,SB,bike,41
22079,SB,bus,38
22080,NB,dual,89
22081,NB,bike,37
22082,NB,bus,76
22083,WB,dual,95
22084,WB,bike,72
22085,WB,bus,130
22086,EB,dual,103
22087,EB,bike,74
22088,EB,bus,127
22089,SB,dual,56
22090,SB,bike,32
22091,SB,bus,62
22092,NB,dual,67
22093,NB,bike,37
22094,NB,bus,95
22095,WB,dual,50
22096,WB,bike,32
22097,WB,bus,46
22098,EB,dual,74
22099,EB,bike,29
22100,EB,bus,66
22101,SB,dual,0
22102,SB,bike,67
22103,SB,bus,0
22104,NB,dual,131
22105,NB,bike,88
22106,NB,bus,251
22107,WB,dual,99
22108,WB,bike,94
22109,WB,bus,132
22110,EB,dual,81
22111,EB,bike,86
22112,EB,bus,82
22113,SB,dual,29
22114,SB,bike,69
22115,SB,bus,110
22116,NB,dual,90
22117,NB,bike,118
22118,NB,bus,235
22119,WB,dual,45
22120,WB,bike,80
22121,WB,bus,53
22122,EB,dual,67
22123,EB,bike,98
22124,EB,bus,70
22125,SB,dual,198
22126,SB,bike,48
22127,SB,bus,40
22128,NB,dual,202
22129,NB,bike,48
22130,NB,bus,36
22131,WB,dual,104
22132,WB,bike,46
22133,WB,bus,119
22134,EB,dual,111
22135,EB,bike,56
22136,EB,bus,122
22137,SB,dual,2
22138,SB,bike,24
22139,SB,bus,60
22140,NB,dual,3
22141,NB,bike,25
22142,NB,bus,20
22143,WB,dual,9
22144,WB,bike,30
22145,WB,bus,43
22146,EB,dual,19
22147,EB,bike,27
22148,EB,bus,29
22149,SB,dual,14
22150,SB,bike,42
22151,SB,bus,23
22152,NB,dual,11
22153,NB,bike,16
22154,NB,bus,8
22155,WB,dual,19
22156,WB,bike,38
22157,WB,bus,26
22158,EB,dual,21
22159,EB,bike,29
22160,EB,bus,28
22161,SB,dual,8
22162,SB,bike,4
22163,SB,bus,0
22164,NB,dual,12
22165,NB,bike,3
22166,NB,bus,0
22167,WB,dual,142
22168,WB,bike,6
22169,WB,bus,222
22170,EB,dual,170
22171,EB,bike,0
22172,EB,bus,202
22173,SB,dual,4
22174,SB,bike,4
22175,SB,bus,0
22176,NB,dual,0
22177,NB,bike,0
22178,NB,bus,0
22179,WB,dual,6
22180,WB,bike,28
22181,WB,bus,0
22182,EB,dual,4
22183,EB,bike,17
22184,EB,bus,0
22185,SB,dual,0
22186,SB,bike,0
22187,SB,bus,0
22188,NB,dual,5
22189,NB,bike,0
22190,NB,bus,0
22191,WB,dual,72
22192,WB,bike,2
22193,WB,bus,54
22194,EB,dual,44
22195,EB,bike,15
22196,EB,bus,32
22197,SB,dual,0
22198,SB,bike,0
22199,SB,bus,0
22200,NB,dual,11
22201,NB,bike,1
22202,NB,bus,0
22203,WB,dual,98
22204,WB,bike,88
22205,WB,bus,87
22206,EB,dual,115
22207,EB,bike,111
22208,EB,bus,106
22209,SB,dual,40
22210,SB,bike,3
22211,SB,bus,19
22212,NB,dual,23
22213,NB,bike,1
22214,NB,bus,9
22215,WB,dual,1
22216,WB,bike,0
22217,WB,bus,0
22218,EB,dual,3
22219,EB,bike,0
22220,EB,bus,0
22221,SB,dual,31
22222,SB,bike,9
22223,SB,bus,1
22224,NB,dual,23
22225,NB,bike,2
22226,NB,bus,3
22227,WB,dual,7
22228,WB,bike,0
22229,WB,bus,0
22230,EB,dual,5
22231,EB,bike,1
22232,EB,bus,0
22233,SB,dual,1
22234,SB,bike,4
22235,SB,bus,0
22236,NB,dual,6
22237,NB,bike,1
22238,NB,bus,0
22239,WB,dual,5
22240,WB,bike,2
22241,WB,bus,0
22242,EB,dual,8
22243,EB,bike,5
22244,EB,bus,0
22245,SB,dual,0
22246,SB,bike,0
22247,SB,bus,0
22248,NB,dual,3
22249,NB,bike,1
22250,NB,bus,0
22251,WB,dual,4
22252,WB,bike,1
22253,WB,bus,0
22254,EB,dual,9
22255,EB,bike,0
