,approach,type,volume
1361,NB,bus,18
1362,WB,dual,0
1363,WB,bike,0
1364,WB,bus,0
1365,EB,dual,2
1366,EB,bike,5
1367,EB,bus,0
1368,SB,dual,29
1369,SB,bike,14
1370,SB,bus,16
1371,NB,dual,28
1372,NB,bike,17
1373,NB,bus,0
1374,WB,dual,260
1375,WB,bike,18
1376,WB,bus,37
1377,EB,dual,216
1378,EB,bike,5
1379,EB,bus,24
1380,SB,dual,35
1381,SB,bike,34
1382,SB,bus,0
1383,NB,dual,42
1384,NB,bike,25
1385,NB,bus,0
1386,WB,dual,2
1387,WB,bike,8
1388,WB,bus,0
1389,EB,dual,3
1390,EB,bike,14
1391,EB,bus,0
1392,SB,dual,106
1393,SB,bike,87
1394,SB,bus,25
1395,NB,dual,118
1396,NB,bike,88
1397,NB,bus,28
1398,WB,dual,11
1399,WB,bike,8
1400,WB,bus,0
1401,EB,dual,0
1402,EB,bike,1
1403,EB,bus,0
1404,SB,dual,152
1405,SB,bike,77
1406,SB,bus,56
1407,NB,dual,178
1408,NB,bike,52
1409,NB,bus,61
1410,WB,dual,0
1411,WB,bike,0
1412,WB,bus,0
1413,EB,dual,19
1414,EB,bike,4
1415,EB,bus,0
1416,SB,dual,5
1417,SB,bike,0
1418,SB,bus,0
1419,NB,dual,4
1420,NB,bike,1
1421,NB,bus,0
1422,WB,dual,55
1423,WB,bike,6
1424,WB,bus,22
1425,EB,dual,79
1426,EB,bike,5
1427,EB,bus,16
1428,SB,dual,5
1429,SB,bike,1
1430,SB,bus,0
1431,NB,dual,2
1432,NB,bike,2
1433,NB,bus,0
1434,WB,dual,42
1435,WB,bike,15
1436,WB,bus,0
1437,EB,dual,33
1438,EB,bike,9
1439,EB,bus,0
1440,SB,dual,5
1441,SB,bike,3
1442,SB,bus,0
1443,NB,dual,3
1444,NB,bike,1
1445,NB,bus,0
1446,WB,dual,60
1447,WB,bike,9
1448,WB,bus,0
1449,EB,dual,62
1450,EB,bike,12
1451,EB,bus,2
1452,SB,dual,7
1453,SB,bike,1
1454,SB,bus,0
1455,NB,dual,9
1456,NB,bike,0
1457,NB,bus,0
1458,WB,dual,39
1459,WB,bike,5
1460,WB,bus,17
1461,EB,dual,34
1462,EB,bike,7
1463,EB,bus,0
1464,SB,dual,178
1465,SB,bike,26
1466,SB,bus,55
1467,NB,dual,174
1468,NB,bike,23
1469,NB,bus,49
1470,WB,dual,5
1471,WB,bike,3
1472,WB,bus,0
1473,EB,dual,4
1474,EB,bike,0
1475,EB,bus,0
1476,SB,dual,54
1477,SB,bike,50
1478,SB,bus,0
1479,NB,dual,74
1480,NB,bike,85
1481,NB,bus,0
1482,WB,dual,4
1483,WB,bike,5
1484,WB,bus,0
1485,EB,dual,10
1486,EB,bike,8
1487,EB,bus,0
1488,SB,dual,52
1489,SB,bike,137
1490,SB,bus,0
1491,NB,dual,63
1492,NB,bike,184
1493,NB,bus,0
1494,WB,dual,9
1495,WB,bike,56
1496,WB,bus,0
1497,EB,dual,11
1498,EB,bike,26
1499,EB,bus,0
1500,SB,dual,5
1501,SB,bike,1
1502,SB,bus,0
1503,NB,dual,4
1504,NB,bike,1
1505,NB,bus,0
1506,WB,dual,18
1507,WB,bike,2
1508,WB,bus,0
1509,EB,dual,15
1510,EB,bike,0
1511,EB,bus,0
1512,SB,dual,2
1513,SB,bike,5
1514,SB,bus,0
1515,NB,dual,7
1516,NB,bike,8
1517,NB,bus,18
1518,WB,dual,70
1519,WB,bike,19
1520,WB,bus,59
1521,EB,dual,69
1522,EB,bike,9
1523,EB,bus,33
1524,SB,dual,3
1525,SB,bike,9
1526,SB,bus,0
1527,NB,dual,9
1528,NB,bike,6
1529,NB,bus,0
1530,WB,dual,60
1531,WB,bike,46
1532,WB,bus,63
1533,EB,dual,61
1534,EB,bike,38
1535,EB,bus,54
1536,SB,dual,0
1537,SB,bike,2
1538,SB,bus,0
1539,NB,dual,26
1540,NB,bike,3
1541,NB,bus,0
1542,WB,dual,88
1543,WB,bike,30
1544,WB,bus,24
1545,EB,dual,69
1546,EB,bike,27
1547,EB,bus,23
1548,SB,dual,0
1549,SB,bike,0
1550,SB,bus,0
1551,NB,dual,0
1552,NB,bike,9
1553,NB,bus,0
1554,WB,dual,40
1555,WB,bike,63
1556,WB,bus,38
1557,EB,dual,26
1558,EB,bike,59
1559,EB,bus,40
1560,SB,dual,1
1561,SB,bike,2
1562,SB,bus,0
1563,NB,dual,3
1564,NB,bike,5
1565,NB,bus,0
1566,WB,dual,12
1567,WB,bike,6
1568,WB,bus,0
1569,EB,dual,4
1570,EB,bike,2
1571,EB,bus,0
1572,SB,dual,2
1573,SB,bike,0
1574,SB,bus,0
1575,NB,dual,6
1576,NB,bike,2
1577,NB,bus,0
1578,WB,dual,71
1579,WB,bike,29
1580,WB,bus,70
1581,EB,dual,83
1582,EB,bike,20
1583,EB,bus,73
1584,SB,dual,51
1585,SB,bike,25
1586,SB,bus,21
1587,NB,dual,55
1588,NB,bike,18
1589,NB,bus,29
1590,WB,dual,1
1591,WB,bike,3
1592,WB,bus,0
1593,EB,dual,5
1594,EB,bike,4
1595,EB,bus,0
1596,SB,dual,94
1597,SB,bike,11
1598,SB,bus,24
1599,NB,dual,73
1600,NB,bike,5
1601,NB,bus,11
1602,WB,dual,10
1603,WB,bike,4
1604,WB,bus,13
1605,EB,dual,10
1606,EB,bike,3
1607,EB,bus,0
1608,SB,dual,8
1609,SB,bike,17
1610,SB,bus,0
1611,NB,dual,18
1612,NB,bike,9
1613,NB,bus,0
1614,WB,dual,3
1615,WB,bike,2
1616,WB,bus,0
1617,EB,dual,16
1618,EB,bike,5
1619,EB,bus,0
1620,SB,dual,1
1621,SB,bike,0
1622,SB,bus,0
1623,NB,dual,4
1624,NB,bike,0
1625,NB,bus,0
1626,WB,dual,70
1627,WB,bike,12
1628,WB,bus,0
1629,EB,dual,82
1630,EB,bike,11
1631,EB,bus,0
1632,SB,dual,6
1633,SB,bike,4
1634,SB,bus,0
1635,NB,dual,0
1636,NB,bike,0
1637,NB,bus,0
1638,WB,dual,83
1639,WB,bike,39
1640,WB,bus,50
1641,EB,dual,79
1642,EB,bike,33
1643,EB,bus,48
1644,SB,dual,77
1645,SB,bike,2
1646,SB,bus,0
1647,NB,dual,1
1648,NB,bike,0
1649,NB,bus,0
1650,WB,dual,121
1651,WB,bike,8
1652,WB,bus,1
1653,EB,dual,100
1654,EB,bike,6
1655,EB,bus,0
1656,SB,dual,120
1657,SB,bike,10
1658,SB,bus,6
1659,NB,dual,89
1660,NB,bike,5
1661,NB,bus,6
1662,WB,dual,82
1663,WB,bike,3
1664,WB,bus,6
1665,EB,dual,56
1666,EB,bike,4
1667,EB,bus,6
1668,SB,dual,12
1669,SB,bike,1
1670,SB,bus,0
1671,NB,dual,4
1672,NB,bike,1
1673,NB,bus,0
1674,WB,dual,133
1675,WB,bike,37
1676,WB,bus,30
1677,EB,dual,128
1678,EB,bike,30
1679,EB,bus,26
1680,SB,dual,33
1681,SB,bike,18
1682,SB,bus,0
1683,NB,dual,23
1684,NB,bike,18
1685,NB,bus,0
1686,WB,dual,2
1687,WB,bike,4
1688,WB,bus,0
1689,EB,dual,2
1690,EB,bike,3
1691,EB,bus,0
1692,SB,dual,52
1693,SB,bike,137
1694,SB,bus,0
1695,NB,dual,63
1696,NB,bike,184
1697,NB,bus,0
1698,WB,dual,9
1699,WB,bike,56
1700,WB,bus,0
1701,EB,dual,11
1702,EB,bike,26
1703,EB,bus,0
1704,SB,dual,80
1705,SB,bike,10
1706,SB,bus,170
1707,NB,dual,78
1708,NB,bike,8
1709,NB,bus,15
1710,WB,dual,56
1711,WB,bike,5
1712,WB,bus,145
1713,EB,dual,28
1714,EB,bike,2
1715,EB,bus,0
1716,SB,dual,27
1717,SB,bike,12
1718,SB,bus,0
1719,NB,dual,37
1720,NB,bike,14
1721,NB,bus,0
1722,WB,dual,2
1723,WB,bike,1
1724,WB,bus,0
1725,EB,dual,0
1726,EB,bike,0
1727,EB,bus,0
1728,SB,dual,6
1729,SB,bike,1
1730,SB,bus,0
1731,NB,dual,0
1732,NB,bike,0
1733,NB,bus,0
1734,WB,dual,150
1735,WB,bike,17
1736,WB,bus,30
1737,EB,dual,176
1738,EB,bike,15
1739,EB,bus,29
1740,SB,dual,3
1741,SB,bike,0
1742,SB,bus,0
1743,NB,dual,2
1744,NB,bike,0
1745,NB,bus,0
1746,WB,dual,124
1747,WB,bike,17
1748,WB,bus,20
1749,EB,dual,167
1750,EB,bike,13
1751,EB,bus,18
1752,SB,dual,18
1753,SB,bike,14
1754,SB,bus,0
1755,NB,dual,7
1756,NB,bike,8
1757,NB,bus,0
1758,WB,dual,104
1759,WB,bike,129
1760,WB,bus,30
1761,EB,dual,103
1762,EB,bike,96
1763,EB,bus,23
1764,SB,dual,0
1765,SB,bike,5
1766,SB,bus,0
1767,NB,dual,2
1768,NB,bike,4
1769,NB,bus,0
1770,WB,dual,33
1771,WB,bike,13
1772,WB,bus,6
1773,EB,dual,47
1774,EB,bike,5
1775,EB,bus,6
1776,SB,dual,71
1777,SB,bike,27
1778,SB,bus,27
1779,NB,dual,76
1780,NB,bike,14
1781,NB,bus,21
1782,WB,dual,59
1783,WB,bike,9
1784,WB,bus,25
1785,EB,dual,47
1786,EB,bike,13
1787,EB,bus,33
1788,SB,dual,12
1789,SB,bike,3
1790,SB,bus,0
1791,NB,dual,3
1792,NB,bike,2
1793,NB,bus,0
1794,WB,dual,34
1795,WB,bike,20
1796,WB,bus,19
1797,EB,dual,69
1798,EB,bike,16
1799,EB,bus,25
1800,SB,dual,5
1801,SB,bike,9
1802,SB,bus,0
1803,NB,dual,35
1804,NB,bike,13
1805,NB,bus,0
1806,WB,dual,140
1807,WB,bike,66
1808,WB,bus,33
1809,EB,dual,115
1810,EB,bike,54
1811,EB,bus,30
1812,SB,dual,0
1813,SB,bike,0
1814,SB,bus,0
1815,NB,dual,3
1816,NB,bike,2
1817,NB,bus,0
1818,WB,dual,96
1819,WB,bike,22
1820,WB,bus,1
1821,EB,dual,106
1822,EB,bike,24
1823,EB,bus,0
1824,SB,dual,1
1825,SB,bike,3
1826,SB,bus,0
1827,NB,dual,1
1828,NB,bike,0
1829,NB,bus,0
1830,WB,dual,106
1831,WB,bike,14
1832,WB,bus,24
1833,EB,dual,56
1834,EB,bike,9
1835,EB,bus,25
1836,SB,dual,177
1837,SB,bike,15
1838,SB,bus,42
1839,NB,dual,97
1840,NB,bike,9
1841,NB,bus,26
1842,WB,dual,23
1843,WB,bike,8
1844,WB,bus,27
1845,EB,dual,89
1846,EB,bike,10
1847,EB,bus,16
1848,SB,dual,3
1849,SB,bike,0
1850,SB,bus,0
1851,NB,dual,3
1852,NB,bike,1
1853,NB,bus,0
1854,WB,dual,69
1855,WB,bike,33
1856,WB,bus,69
1857,EB,dual,94
1858,EB,bike,17
1859,EB,bus,68
1860,SB,dual,0
1861,SB,bike,0
1862,SB,bus,0
1863,NB,dual,2
1864,NB,bike,3
1865,NB,bus,0
1866,WB,dual,27
1867,WB,bike,7
1868,WB,bus,0
1869,EB,dual,26
1870,EB,bike,10
1871,EB,bus,0
1872,SB,dual,91
1873,SB,bike,22
1874,SB,bus,0
1875,NB,dual,119
1876,NB,bike,16
1877,NB,bus,0
1878,WB,dual,10
1879,WB,bike,5
1880,WB,bus,0
1881,EB,dual,3
1882,EB,bike,4
1883,EB,bus,0
1884,SB,dual,31
1885,SB,bike,22
1886,SB,bus,0
1887,NB,dual,28
1888,NB,bike,20
1889,NB,bus,0
1890,WB,dual,13
1891,WB,bike,3
1892,WB,bus,0
1893,EB,dual,0
1894,EB,bike,0
1895,EB,bus,0
1896,SB,dual,48
1897,SB,bike,30
1898,SB,bus,6
1899,NB,dual,33
1900,NB,bike,29
1901,NB,bus,7
1902,WB,dual,7
1903,WB,bike,4
1904,WB,bus,0
1905,EB,dual,0
1906,EB,bike,1
1907,EB,bus,0
1908,SB,dual,1
1909,SB,bike,1
1910,SB,bus,0
1911,NB,dual,2
1912,NB,bike,2
1913,NB,bus,0
1914,WB,dual,95
1915,WB,bike,13
1916,WB,bus,40
1917,EB,dual,76
1918,EB,bike,23
1919,EB,bus,26
1920,SB,dual,45
1921,SB,bike,0
1922,SB,bus,12
1923,NB,dual,51
1924,NB,bike,2
1925,NB,bus,11
1926,WB,dual,8
1927,WB,bike,0
1928,WB,bus,0
1929,EB,dual,0
1930,EB,bike,0
1931,EB,bus,0
1932,SB,dual,59
1933,SB,bike,0
1934,SB,bus,12
1935,NB,dual,47
1936,NB,bike,2
1937,NB,bus,11
1938,WB,dual,11
1939,WB,bike,1
1940,WB,bus,0
1941,EB,dual,0
1942,EB,bike,0
1943,EB,bus,0
1944,SB,dual,2
1945,SB,bike,0
1946,SB,bus,0
1947,NB,dual,2
1948,NB,bike,0
1949,NB,bus,0
1950,WB,dual,1
1951,WB,bike,0
1952,WB,bus,0
1953,EB,dual,7
1954,EB,bike,0
1955,EB,bus,0
1956,SB,dual,26
1957,SB,bike,17
1958,SB,bus,0
1959,NB,dual,43
1960,NB,bike,12
1961,NB,bus,1
1962,WB,dual,2
1963,WB,bike,12
1964,WB,bus,0
1965,EB,dual,0
1966,EB,bike,6
1967,EB,bus,0
1968,SB,dual,66
1969,SB,bike,3
1970,SB,bus,8
1971,NB,dual,80
1972,NB,bike,6
1973,NB,bus,8
1974,WB,dual,2
1975,WB,bike,0
1976,WB,bus,0
1977,EB,dual,0
1978,EB,bike,0
1979,EB,bus,0
1980,SB,dual,0
1981,SB,bike,3
1982,SB,bus,0
1983,NB,dual,9
1984,NB,bike,26
1985,NB,bus,0
1986,WB,dual,117
1987,WB,bike,33
1988,WB,bus,75
1989,EB,dual,93
1990,EB,bike,31
1991,EB,bus,58
1992,SB,dual,0
1993,SB,bike,0
1994,SB,bus,0
1995,NB,dual,2
1996,NB,bike,1
1997,NB,bus,0
1998,WB,dual,20
1999,WB,bike,59
2000,WB,bus,15
2001,EB,dual,25
2002,EB,bike,61
2003,EB,bus,2
2004,SB,dual,54
2005,SB,bike,10
2006,SB,bus,35
2007,NB,dual,52
2008,NB,bike,18
2009,NB,bus,29
2010,WB,dual,4
2011,WB,bike,5
2012,WB,bus,0
2013,EB,dual,0
2014,EB,bike,0
2015,EB,bus,0
2016,SB,dual,53
2017,SB,bike,12
2018,SB,bus,35
2019,NB,dual,55
2020,NB,bike,20
2021,NB,bus,29
2022,WB,dual,0
2023,WB,bike,0
2024,WB,bus,0
2025,EB,dual,2
2026,EB,bike,2
2027,EB,bus,0
2028,SB,dual,38
2029,SB,bike,17
2030,SB,bus,34
2031,NB,dual,41
2032,NB,bike,15
2033,NB,bus,35
2034,WB,dual,98
2035,WB,bike,14
2036,WB,bus,32
2037,EB,dual,84
2038,EB,bike,10
2039,EB,bus,23
2040,SB,dual,1
2041,SB,bike,0
2042,SB,bus,0
2043,NB,dual,6
2044,NB,bike,1
2045,NB,bus,0
2046,WB,dual,178
2047,WB,bike,12
2048,WB,bus,30
2049,EB,dual,241
2050,EB,bike,14
2051,EB,bus,30
2052,SB,dual,7
2053,SB,bike,6
2054,SB,bus,0
2055,NB,dual,1
2056,NB,bike,1
2057,NB,bus,0
2058,WB,dual,66
2059,WB,bike,5
2060,WB,bus,8
2061,EB,dual,51
2062,EB,bike,18
2063,EB,bus,8
2064,SB,dual,9
2065,SB,bike,3
2066,SB,bus,0
2067,NB,dual,4
2068,NB,bike,3
2069,NB,bus,0
2070,WB,dual,117
2071,WB,bike,15
2072,WB,bus,22
2073,EB,dual,74
2074,EB,bike,11
2075,EB,bus,12
2076,SB,dual,2
2077,SB,bike,2
2078,SB,bus,0
2079,NB,dual,0
2080,NB,bike,0
2081,NB,bus,0
2082,WB,dual,40
2083,WB,bike,11
2084,WB,bus,11
2085,EB,dual,52
2086,EB,bike,12
2087,EB,bus,12
2088,SB,dual,150
2089,SB,bike,3
2090,SB,bus,3
2091,NB,dual,155
2092,NB,bike,6
2093,NB,bus,0
2094,WB,dual,45
2095,WB,bike,14
2096,WB,bus,0
2097,EB,dual,26
2098,EB,bike,13
2099,EB,bus,0
2100,SB,dual,56
2101,SB,bike,13
2102,SB,bus,17
2103,NB,dual,50
2104,NB,bike,20
2105,NB,bus,17
2106,WB,dual,1
2107,WB,bike,2
2108,WB,bus,0
2109,EB,dual,0
2110,EB,bike,1
2111,EB,bus,0
2112,SB,dual,777
2113,SB,bike,20
2114,SB,bus,72
2115,NB,dual,630
2116,NB,bike,21
2117,NB,bus,104
2118,WB,dual,0
2119,WB,bike,0
2120,WB,bus,0
2121,EB,dual,7
2122,EB,bike,1
2123,EB,bus,8
2124,SB,dual,56
2125,SB,bike,15
2126,SB,bus,0
2127,NB,dual,40
2128,NB,bike,14
2129,NB,bus,0
2130,WB,dual,4
2131,WB,bike,3
2132,WB,bus,0
2133,EB,dual,5
2134,EB,bike,2
2135,EB,bus,0
2136,SB,dual,34
2137,SB,bike,10
2138,SB,bus,0
2139,NB,dual,49
2140,NB,bike,9
2141,NB,bus,0
2142,WB,dual,62
2143,WB,bike,17
2144,WB,bus,16
2145,EB,dual,59
2146,EB,bike,14
2147,EB,bus,15
2148,SB,dual,175
2149,SB,bike,4
2150,SB,bus,17
2151,NB,dual,149
2152,NB,bike,11
2153,NB,bus,121
2154,WB,dual,32
2155,WB,bike,8
2156,WB,bus,32
2157,EB,dual,78
2158,EB,bike,9
2159,EB,bus,122
2160,SB,dual,7
2161,SB,bike,6
2162,SB,bus,0
2163,NB,dual,6
2164,NB,bike,6
2165,NB,bus,0
2166,WB,dual,121
2167,WB,bike,103
2168,WB,bus,59
2169,EB,dual,115
2170,EB,bike,81
2171,EB,bus,55
2172,SB,dual,4
2173,SB,bike,13
2174,SB,bus,0
2175,NB,dual,0
2176,NB,bike,0
2177,NB,bus,0
2178,WB,dual,135
2179,WB,bike,56
2180,WB,bus,90
2181,EB,dual,115
2182,EB,bike,74
2183,EB,bus,82
2184,SB,dual,89
2185,SB,bike,16
2186,SB,bus,0
2187,NB,dual,92
2188,NB,bike,36
2189,NB,bus,122
2190,WB,dual,141
2191,WB,bike,74
2192,WB,bus,48
2193,EB,dual,109
2194,EB,bike,43
2195,EB,bus,124
2196,SB,dual,103
2197,SB,bike,81
2198,SB,bus,25
2199,NB,dual,121
2200,NB,bike,88
2201,NB,bus,28
2202,WB,dual,3
2203,WB,bike,0
2204,WB,bus,0
2205,EB,dual,9
2206,EB,bike,10
2207,EB,bus,0
2208,SB,dual,0
2209,SB,bike,0
2210,SB,bus,0
2211,NB,dual,0
2212,NB,bike,0
2213,NB,bus,0
2214,WB,dual,0
2215,WB,bike,0
2216,WB,bus,0
2217,EB,dual,0
2218,EB,bike,0
2219,EB,bus,0
2220,SB,dual,7
2221,SB,bike,2
2222,SB,bus,1
2223,NB,dual,6
2224,NB,bike,1
2225,NB,bus,0
2226,WB,dual,94
2227,WB,bike,44
2228,WB,bus,47
2229,EB,dual,131
2230,EB,bike,42
2231,EB,bus,57
2232,SB,dual,57
2233,SB,bike,16
2234,SB,bus,28
2235,NB,dual,66
2236,NB,bike,13
2237,NB,bus,33
2238,WB,dual,6
2239,WB,bike,1
2240,WB,bus,0
2241,EB,dual,2
2242,EB,bike,0
2243,EB,bus,0
2244,SB,dual,2
2245,SB,bike,8
2246,SB,bus,0
2247,NB,dual,0
2248,NB,bike,4
2249,NB,bus,0
2250,WB,dual,74
2251,WB,bike,20
2252,WB,bus,2
2253,EB,dual,64
2254,EB,bike,29
2255,EB,bus,2
2256,SB,dual,23
2257,SB,bike,5
2258,SB,bus,0
2259,NB,dual,80
2260,NB,bike,10
2261,NB,bus,0
2262,WB,dual,501
2263,WB,bike,14
2264,WB,bus,21
2265,EB,dual,469
2266,EB,bike,10
2267,EB,bus,22
2268,SB,dual,2
2269,SB,bike,2
2270,SB,bus,0
2271,NB,dual,6
2272,NB,bike,3
2273,NB,bus,0
2274,WB,dual,115
2275,WB,bike,12
2276,WB,bus,49
2277,EB,dual,96
2278,EB,bike,18
2279,EB,bus,22
2280,SB,dual,72
2281,SB,bike,0
2282,SB,bus,1
2283,NB,dual,63
2284,NB,bike,3
2285,NB,bus,1
2286,WB,dual,5
2287,WB,bike,0
2288,WB,bus,0
2289,EB,dual,0
2290,EB,bike,3
2291,EB,bus,0
2292,SB,dual,4
2293,SB,bike,3
2294,SB,bus,0
2295,NB,dual,2
2296,NB,bike,7
2297,NB,bus,0
2298,WB,dual,7
2299,WB,bike,17
2300,WB,bus,10
2301,EB,dual,3
2302,EB,bike,21
2303,EB,bus,13
2304,SB,dual,206
2305,SB,bike,10
2306,SB,bus,86
2307,NB,dual,221
2308,NB,bike,14
2309,NB,bus,86
2310,WB,dual,2
2311,WB,bike,0
2312,WB,bus,0
2313,EB,dual,2
2314,EB,bike,0
2315,EB,bus,0
2316,SB,dual,118
2317,SB,bike,19
2318,SB,bus,111
2319,NB,dual,161
2320,NB,bike,6
2321,NB,bus,122
2322,WB,dual,0
2323,WB,bike,0
2324,WB,bus,0
2325,EB,dual,3
2326,EB,bike,0
2327,EB,bus,0
2328,SB,dual,67
2329,SB,bike,12
2330,SB,bus,32
2331,NB,dual,78
2332,NB,bike,8
2333,NB,bus,34
2334,WB,dual,122
2335,WB,bike,150
2336,WB,bus,75
2337,EB,dual,122
2338,EB,bike,139
2339,EB,bus,78
2340,SB,dual,28
2341,SB,bike,16
2342,SB,bus,7
2343,NB,dual,52
2344,NB,bike,9
2345,NB,bus,8
2346,WB,dual,90
2347,WB,bike,7
2348,WB,bus,9
2349,EB,dual,73
2350,EB,bike,15
2351,EB,bus,10
2352,SB,dual,16
2353,SB,bike,18
2354,SB,bus,0
2355,NB,dual,28
2356,NB,bike,11
2357,NB,bus,0
2358,WB,dual,0
2359,WB,bike,0
2360,WB,bus,0
2361,EB,dual,20
2362,EB,bike,7
2363,EB,bus,0
2364,SB,dual,4
2365,SB,bike,0
2366,SB,bus,0
2367,NB,dual,2
2368,NB,bike,1
2369,NB,bus,0
2370,WB,dual,110
2371,WB,bike,5
2372,WB,bus,56
2373,EB,dual,71
2374,EB,bike,10
2375,EB,bus,53
2376,SB,dual,8
2377,SB,bike,1
2378,SB,bus,0
2379,NB,dual,1
2380,NB,bike,2
2381,NB,bus,0
2382,WB,dual,40
2383,WB,bike,8
2384,WB,bus,13
2385,EB,dual,48
2386,EB,bike,7
2387,EB,bus,41
2388,SB,dual,147
2389,SB,bike,18
2390,SB,bus,18
2391,NB,dual,90
2392,NB,bike,16
2393,NB,bus,16
2394,WB,dual,0
2395,WB,bike,0
2396,WB,bus,0
2397,EB,dual,0
2398,EB,bike,0
2399,EB,bus,0
2400,SB,dual,6
2401,SB,bike,7
2402,SB,bus,0
2403,NB,dual,9
2404,NB,bike,7
2405,NB,bus,0
2406,WB,dual,3
2407,WB,bike,2
2408,WB,bus,0
2409,EB,dual,1
2410,EB,bike,7
2411,EB,bus,0
2412,SB,dual,102
2413,SB,bike,7
2414,SB,bus,0
2415,NB,dual,74
2416,NB,bike,1
2417,NB,bus,0
2418,WB,dual,202
2419,WB,bike,28
2420,WB,bus,0
2421,EB,dual,189
2422,EB,bike,16
2423,EB,bus,0
2424,SB,dual,110
2425,SB,bike,6
2426,SB,bus,0
2427,NB,dual,86
2428,NB,bike,3
2429,NB,bus,0
2430,WB,dual,4
2431,WB,bike,0
2432,WB,bus,0
2433,EB,dual,14
2434,EB,bike,1
2435,EB,bus,0
2436,SB,dual,6
2437,SB,bike,0
2438,SB,bus,0
2439,NB,dual,111
2440,NB,bike,3
2441,NB,bus,0
2442,WB,dual,649
2443,WB,bike,22
2444,WB,bus,30
2445,EB,dual,550
2446,EB,bike,29
2447,EB,bus,31
2448,SB,dual,59
2449,SB,bike,20
2450,SB,bus,0
2451,NB,dual,40
2452,NB,bike,16
2453,NB,bus,0
2454,WB,dual,4
2455,WB,bike,5
2456,WB,bus,0
2457,EB,dual,3
2458,EB,bike,4
2459,EB,bus,0
2460,SB,dual,24
2461,SB,bike,12
2462,SB,bus,0
2463,NB,dual,19
2464,NB,bike,7
2465,NB,bus,0
2466,WB,dual,8
2467,WB,bike,6
2468,WB,bus,0
2469,EB,dual,10
2470,EB,bike,2
2471,EB,bus,0
2472,SB,dual,0
2473,SB,bike,0
2474,SB,bus,0
2475,NB,dual,9
2476,NB,bike,6
2477,NB,bus,0
2478,WB,dual,140
2479,WB,bike,21
2480,WB,bus,41
2481,EB,dual,142
2482,EB,bike,24
2483,EB,bus,46
2484,SB,dual,214
2485,SB,bike,23
2486,SB,bus,6
2487,NB,dual,176
2488,NB,bike,20
2489,NB,bus,5
2490,WB,dual,3
2491,WB,bike,1
2492,WB,bus,0
2493,EB,dual,10
2494,EB,bike,2
2495,EB,bus,0
2496,SB,dual,0
2497,SB,bike,0
2498,SB,bus,0
2499,NB,dual,4
2500,NB,bike,2
2501,NB,bus,0
2502,WB,dual,111
2503,WB,bike,26
2504,WB,bus,32
2505,EB,dual,121
2506,EB,bike,30
2507,EB,bus,23
2508,SB,dual,6
2509,SB,bike,1
2510,SB,bus,0
2511,NB,dual,8
2512,NB,bike,4
2513,NB,bus,0
2514,WB,dual,48
2515,WB,bike,3
2516,WB,bus,0
2517,EB,dual,49
2518,EB,bike,7
2519,EB,bus,0
2520,SB,dual,2
2521,SB,bike,3
2522,SB,bus,0
2523,NB,dual,8
2524,NB,bike,1
2525,NB,bus,0
2526,WB,dual,18
2527,WB,bike,3
2528,WB,bus,0
2529,EB,dual,18
2530,EB,bike,11
2531,EB,bus,0
2532,SB,dual,149
2533,SB,bike,23
2534,SB,bus,31
2535,NB,dual,137
2536,NB,bike,23
2537,NB,bus,32
2538,WB,dual,4
2539,WB,bike,10
2540,WB,bus,0
2541,EB,dual,9
2542,EB,bike,8
2543,EB,bus,0
2544,SB,dual,234
2545,SB,bike,22
2546,SB,bus,31
2547,NB,dual,191
2548,NB,bike,24
2549,NB,bus,31
2550,WB,dual,9
2551,WB,bike,1
2552,WB,bus,0
2553,EB,dual,7
2554,EB,bike,3
2555,EB,bus,0
2556,SB,dual,185
2557,SB,bike,15
2558,SB,bus,31
2559,NB,dual,153
2560,NB,bike,15
2561,NB,bus,29
2562,WB,dual,7
2563,WB,bike,1
2564,WB,bus,0
2565,EB,dual,9
2566,EB,bike,4
2567,EB,bus,0
2568,SB,dual,55
2569,SB,bike,14
2570,SB,bus,79
2571,NB,dual,46
2572,NB,bike,12
2573,NB,bus,90
2574,WB,dual,31
2575,WB,bike,5
2576,WB,bus,0
2577,EB,dual,26
2578,EB,bike,10
2579,EB,bus,0
2580,SB,dual,9
2581,SB,bike,2
2582,SB,bus,0
2583,NB,dual,5
2584,NB,bike,7
2585,NB,bus,0
2586,WB,dual,108
2587,WB,bike,39
2588,WB,bus,19
2589,EB,dual,126
2590,EB,bike,49
2591,EB,bus,20
2592,SB,dual,3
2593,SB,bike,1
2594,SB,bus,0
2595,NB,dual,0
2596,NB,bike,0
2597,NB,bus,0
2598,WB,dual,14
2599,WB,bike,5
2600,WB,bus,0
2601,EB,dual,12
2602,EB,bike,2
2603,EB,bus,0
2604,SB,dual,65
2605,SB,bike,3
2606,SB,bus,1
2607,NB,dual,85
2608,NB,bike,7
2609,NB,bus,0
2610,WB,dual,6
2611,WB,bike,0
2612,WB,bus,0
2613,EB,dual,1
2614,EB,bike,1
2615,EB,bus,0
2616,SB,dual,1
2617,SB,bike,1
2618,SB,bus,0
2619,NB,dual,3
2620,NB,bike,0
2621,NB,bus,0
2622,WB,dual,10
2623,WB,bike,4
2624,WB,bus,0
2625,EB,dual,13
2626,EB,bike,0
2627,EB,bus,0
2628,SB,dual,6
2629,SB,bike,9
2630,SB,bus,0
2631,NB,dual,1
